Timestamp,Processor ID,Thread Name,Execution Time (ms),Remaining Time (ms)
[03:45:04] Processor 0 executed T9 for 100ms, Remaining: 398ms
[03:45:04] Processor 0 executed T9 for 100ms, Remaining: 298ms
[03:45:04] Processor 0 executed T9 for 100ms, Remaining: 198ms
[03:45:04] Processor 0 executed T9 for 100ms, Remaining: 98ms
[03:45:04] Processor 0 executed T9 for 98ms, Remaining: 0ms
[03:45:04] Processor 0 executed T10 for 100ms, Remaining: 613ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 513ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 413ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 313ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 213ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 113ms
[03:45:05] Processor 0 executed T10 for 100ms, Remaining: 13ms
[03:45:05] Processor 0 executed T10 for 13ms, Remaining: 0ms
[03:45:05] Processor 0 executed T11 for 100ms, Remaining: 1957ms
[03:45:05] Processor 0 executed T11 for 100ms, Remaining: 1857ms
[03:45:05] Processor 0 executed T11 for 100ms, Remaining: 1757ms
[03:45:05] Processor 0 executed T11 for 100ms, Remaining: 1657ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1557ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1457ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1357ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1257ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1157ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 1057ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 957ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 857ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 757ms
[03:45:06] Processor 0 executed T11 for 100ms, Remaining: 657ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 557ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 457ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 357ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 257ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 157ms
[03:45:07] Processor 0 executed T11 for 100ms, Remaining: 57ms
[03:45:07] Processor 0 executed T11 for 57ms, Remaining: 0ms
[03:45:07] Processor 0 executed T12 for 100ms, Remaining: 985ms
[03:45:07] Processor 0 executed T12 for 100ms, Remaining: 885ms
[03:45:07] Processor 0 executed T12 for 100ms, Remaining: 785ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 685ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 585ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 485ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 385ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 285ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 185ms
[03:45:08] Processor 0 executed T12 for 100ms, Remaining: 85ms
[03:45:08] Processor 0 executed T12 for 85ms, Remaining: 0ms
[03:45:08] Processor 0 executed T13 for 100ms, Remaining: 618ms
[03:45:08] Processor 0 executed T13 for 100ms, Remaining: 518ms
[03:45:09] Processor 0 executed T13 for 100ms, Remaining: 418ms
[03:45:09] Processor 0 executed T13 for 100ms, Remaining: 318ms
[03:45:09] Processor 0 executed T13 for 100ms, Remaining: 218ms
[03:45:09] Processor 0 executed T13 for 100ms, Remaining: 118ms
[03:45:09] Processor 0 executed T13 for 100ms, Remaining: 18ms
[03:45:09] Processor 0 executed T13 for 18ms, Remaining: 0ms
[03:45:09] Processor 0 executed T14 for 100ms, Remaining: 630ms
[03:45:09] Processor 0 executed T14 for 100ms, Remaining: 530ms
[03:45:09] Processor 0 executed T14 for 100ms, Remaining: 430ms
[03:45:09] Processor 0 executed T14 for 100ms, Remaining: 330ms
[03:45:09] Processor 0 executed T14 for 100ms, Remaining: 230ms
[03:45:10] Processor 0 executed T14 for 100ms, Remaining: 130ms
[03:45:10] Processor 0 executed T14 for 100ms, Remaining: 30ms
[03:45:10] Processor 0 executed T14 for 30ms, Remaining: 0ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1697ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1597ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1497ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1397ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1297ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1197ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 1097ms
[03:45:10] Processor 0 executed T15 for 100ms, Remaining: 997ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 897ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 797ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 697ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 597ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 497ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 397ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 297ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 197ms
[03:45:11] Processor 0 executed T15 for 100ms, Remaining: 97ms
[03:45:11] Processor 0 executed T15 for 97ms, Remaining: 0ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 934ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 834ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 734ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 634ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 534ms
